wn_synset,wn_definition,wn_ili,wn_members,wn_wd_qid
12922484-n,plant bearing very small and very hot oblong red fruits; includes wild forms native to tropical America; thought to be ancestral to the sweet pepper and many hot peppers,i104568,bird pepper|Capsicum frutescens baccatum|Capsicum baccatum,Q132263
12922781-n,plant bearing very hot medium-sized oblong red peppers; grown principally in the Gulf Coast states for production of hot sauce,i104569,tabasco pepper|hot pepper|tabasco plant|Capsicum frutescens,Q311426
12923226-n,West Indian evergreen shrub having clusters of funnel-shaped white flowers that are fragrant by day,i104571,day jessamine|Cestrum diurnum,Q1057574
12924263-n,"intensely poisonous tall coarse annual tropical weed having rank-smelling foliage, large white or violet trumpet-shaped flowers and prickly fruits",i104577,jimsonweed|jimson weed|Jamestown weed|common thorn apple|apple of Peru|Datura stramonium,Q30959
12925322-n,poisonous herb whose leaves are a source of hyoscyamine,i104582,Egyptian henbane|Hyoscyamus muticus,Q254080
12925895-n,deciduous erect or spreading shrub with spiny branches and violet-purple flowers followed by orange-red berries; southeastern Europe to China,i104585,common matrimony vine|Duke of Argyll's tea tree|Lycium barbarum|Lycium halimifolium,Q50844764
12926172-n,spiny evergreen shrub of southeastern United States having spreading branches usually blue or mauve flowers and red berries,i104586,Christmasberry|Christmas berry|Lycium carolinianum,Q1878512
12926577-n,native to South America; widely cultivated in many varieties,i104588,tomato|love apple|tomato plant|Lycopersicon esculentum,Q15530945
12928990-n,evergreen South American shrub naturalized in United States; occasionally responsible for poisoning livestock,i104601,tree tobacco|mustard tree|Nicotiana glauca,Q882908
12929828-n,shrubby Chilean herb having bluish-white tubular flowers used as an ornamental,i104605,tall cupflower|Nierembergia frutescens,Q17400389
12931635-n,Old World perennial cultivated for its ornamental inflated papery orange-red calyx,i104614,Chinese lantern plant|winter cherry|bladder cherry|Physalis alkekengi,Q161780
12933034-n,weedy vine of Argentina having solitary white flowers followed by egg-shaped white or yellow fruit,i104621,cock's eggs|Salpichroa organifolia|Salpichroa rhomboidea,Q50864821
12934284-n,herb that is a source of scopolamine,i104628,Scopolia carniolica,Q1786332
12934551-n,Mexican evergreen climbing plant having large solitary funnel-shaped fragrant yellow flowers with purple-brown ridges in the throat,i104630,chalice vine|trumpet flower|cupflower|Solandra guttata,Q15539874
12936328-n,a mangrove of the West Indies and the southern Florida coast; occurs in dense thickets and has numerous short roots that bend up from the ground,i104639,black mangrove|Avicennia marina,Q312094
12936571-n,a small to medium-sized tree growing in brackish water especially along the shores of the southwestern Pacific,i104640,white mangrove|Avicennia officinalis,Q150558
12936939-n,an Australian tree resembling the black mangrove of the West Indies and Florida,i104642,black mangrove|Aegiceras majus,Q65930392
12939369-n,not unattractive European weed whose flowers turn toward the sun,i104650,sun spurge|wartweed|wartwort|devil's milk|Euphorbia helioscopia,Q148889
12939570-n,an Old World spurge introduced as a weed in the eastern United States,i104651,petty spurge|devil's milk|Euphorbia peplus,Q148924
12939751-n,African dwarf succulent perennial shrub with numerous slender drooping branches,i104652,medusa's head|Euphorbia medusae|Euphorbia caput-medusae,Q8846349
12941886-n,wax-coated shrub of northern Mexico and southwestern United States,i104662,candelilla|Euphorbia antisyphilitica,Q143244
12942075-n,European erect or depressed annual weedy spurge adventive in northeastern United States,i104663,dwarf spurge|Euphorbia exigua,Q149723
12943218-n,weedy herb of eastern North America,i104669,three-seeded mercury|Acalypha virginica,Q2822480
12943523-n,tropical Asiatic shrub; source of croton oil,i104671,croton|Croton tiglium,Q2089847
12943868-n,West Indian shrub with aromatic bark,i104673,cascarilla|Croton eluteria,Q135671
12944796-n,"Eurafrican annual naturalized in America as a weed; formerly dried for use as a purgative, diuretic or antisyphilitic",i104678,herb mercury|herbs mercury|boys-and-girls|Mercurialis annua,Q163949
12945044-n,European perennial weedy plant with greenish flowers,i104679,dog's mercury|dog mercury|Mercurialis perennis,Q158132
12947954-n,South American plant with roots used as a vegetable and herbage used for stock feed,i104692,sweet cassava|Manihot dulcis,Q87632945
12949067-n,wax-coated Mexican shrub related to Euphorbia antisyphilitica,i104698,candelilla|Pedilanthus bracteatus|Pedilanthus pavonis,Q50859233
12949251-n,low tropical American shrub having powerful emetic properties,i104699,Jewbush|Jew-bush|Jew bush|redbird cactus|redbird flower|Pedilanthus tithymaloides,Q24852279
12950360-n,greenhouse shrub with glossy green leaves and showy fragrant rose-like flowers; cultivated in many varieties,i104705,japonica|Camellia japonica,Q160121
12953125-n,European herb with compound leaves and white flowers; adventive on Cape Breton Island,i104717,wild angelica|Angelica sylvestris,Q958823
12954934-n,European herb with aromatic roots and leaves in a basal tuft and showy compound umbels of white to rosy flowers,i104727,greater masterwort|Astrantia major,Q158066
12956915-n,a common European plant having edible tubers with the flavor of roasted chestnuts,i104737,earthnut|Conopodium denudatum,Q17136675
12958953-n,European evergreen eryngo with twisted spiny leaves naturalized on United States east coast; roots formerly used as an aphrodisiac,i104748,sea holly|sea holm|sea eryngium|Eryngium maritimum,Q21110
12959205-n,coarse prickly perennial eryngo with aromatic roots; southeastern United States; often confused with rattlesnake master,i104749,button snakeroot|Eryngium aquaticum,Q5396287
12960239-n,grown especially for its edible aromatic bulbous stem base,i104754,Florence fennel|Foeniculum dulce|Foeniculum vulgare dulce,Q17132698
12960634-n,tall coarse plant having thick stems and cluster of white to purple flowers,i104756,cow parsnip|hogweed|Heracleum sphondylium,Q752675
12961699-n,"European poisonous herb having tuberous roots, yellow juice that stains the skin, yellow flowers and foliage resembling celery; all parts extremely poisonous",i104762,water dropwort|hemlock water dropwort|Oenanthe crocata,Q1818309
12961980-n,European poisonous herb with fibrous roots,i104763,water fennel|Oenanthe aquatica,Q1549096
12968073-n,deciduous tree; celebrated for its large white or pink bracts and stunning autumn color that is followed by red berries,i104795,common white dogwood|eastern flowering dogwood|Cornus florida,Q887221
12969255-n,deciduous European shrub or small tree having bright red fruit,i104801,cornelian cherry|Cornus mas,Q158642
12969920-n,South American shrub or small tree having long shining evergreen leaves and panicles of green or yellow flowers,i104805,puka|Griselinia lucida,Q15536178
12971556-n,widely cultivated as a salad crop and pot herb; often a weed,i104814,common corn salad|lamb's lettuce|Valerianella olitoria|Valerianella locusta,Q22111834
12975113-n,New Zealand with pinnate fronds and a densely woolly stalks; sometimes included in genus Todea,i104833,crape fern|Prince-of-Wales fern|Prince-of-Wales feather|Prince-of-Wales plume|Leptopteris superba|Todea superba,Q16984393
12975559-n,fern of rain forests of tropical Australia and New Zealand and South Africa,i104835,crepe fern|king fern|Todea barbara,Q2206381
12976174-n,rare small fern of northeastern North America having numerous slender spiraling fronds and forming dense tufts,i104838,curly grass|curly grass fern|Schizaea pusilla,Q16749685
12976600-n,fern of Florida and West Indies and Central America with rhizome densely clad in grown hairs,i104840,pine fern|Anemia adiantifolia,Q17043127
12977127-n,delicate fern of the eastern United States having a twining stem and palmately-lobed sterile fronds and forked fertile fronds,i104843,creeping fern|Hartford fern|Lygodium palmatum,Q6707803
12977682-n,sweetly scented African fern with narrow bipinnate fronds,i104846,scented fern|Mohria caffrorum,Q17256610
12978684-n,water fern of Europe and Asia and the eastern United States distinguished by four leaflets resembling clover leaves,i104852,water clover|Marsilea quadrifolia,Q1332525
12981312-n,epiphytic fern with straplike usually twisted fronds of tropical Asia and Polynesia and America,i104867,ribbon fern|Ophioglossum pendulum,Q17120363
12982002-n,of North America and Eurasia,i104871,daisyleaf grape fern|daisy-leaved grape fern|Botrychium matricariifolium,Q2247460
12982296-n,American fern whose clustered sporangia resemble a snake's rattle,i104873,rattlesnake fern|Botrychium virginianum,Q17258002
12982639-n,Australasian fern with clusters of sporangia on stems of fertile fronds,i104875,flowering fern|Helminthostachys zeylanica,Q3235483
12990185-n,an earthball fungus that is a dingy brownish yellow and a dark purplish interior; the peridium is covered with a pattern of small warts,i104918,Scleroderma citrinum|Scleroderma aurantium,Q104096695
12992564-n,a large whitish Rhizopogon that becomes greyish brown in maturity,i104930,Rhizopogon idahoensis,Q108322658
12992896-n,a fungus with a round yellow to orange fruiting body that is found on the surface of the ground or partially buried; has a distinctive sterile column extending into the spore-bearing tissue,i104932,Truncocolumella citrina,Q10705333
12994697-n,a mold of the genus Rhizopus,i104941,bread mold|Rhizopus nigricans,Q7320783
12994822-n,fungus causing soft watery rot in fruits and vegetables and rings of dry rot around roots of sweet potatoes,i104942,leak fungus|ring rot fungus|Rhizopus stolonifer,Q1500736
13000589-n,a fungus that attacks living fish and tadpoles and spawn causing white fungus disease: a coating of white hyphae on especially peripheral parts (as fins),i104970,white fungus|Saprolegnia ferax,Q49439977
13002061-n,fungus causing a downy mildew on onions,i104977,onion mildew|Peronospora destructor,Q3900048
13002203-n,fungus causing a downy mildew on growing tobacco,i104978,tobacco mildew|Peronospora hyoscyami,Q107460144
13003675-n,causes brown rot gummosis in citrus fruits,i104987,Phytophthora citrophthora,Q3901761
13010698-n,greenish grey pendulous lichen growing on trees,i105028,beard lichen|beard moss|Usnea barbata,Q3552691
13012937-n,lichen with branched flattened partly erect thallus that grows in mountainous and Arctic regions; used as a medicine or food for humans and livestock; a source of glycerol,i105040,Iceland moss|Iceland lichen|Cetraria islandica,Q582664
13022690-n,edible east Asian mushroom having a golden or dark brown to blackish cap and an inedible stipe,i105068,shiitake|shiitake mushroom|Chinese black mushroom|golden oak mushroom|Oriental black mushroom|Lentinus edodes,Q105057495
13022969-n,a fungus with a scaly cap and white flesh and a ring on the stalk (with scales below the ring); odor reminiscent of licorice,i105069,scaly lentinus|Lentinus lepideus,Q105057518
13023685-n,agaric often confused with the death cup,i105072,false deathcap|Amanita mappa,Q105049199
13025586-n,an edible agaric with a brown fruiting body that is often compound,i105083,pig's ears|Cantharellus clavatus,Q107546750
